gene	go_term	go_slim_term	cellular_component
stt-3	GO:0005783	GO:0005783	endoplasmic reticulum
stt-3	GO:0005789;GO:0016020	GO:0016020	membrane
stt-3	GO:0008250	GO:0032991	protein-containing complex
suca-1	GO:0005737	GO:0005737	cytoplasm
suca-1	GO:0005739	GO:0005739	mitochondrion
suca-1	GO:0042709	GO:0032991	protein-containing complex
sucl-1	GO:0005739	GO:0005739	mitochondrion
sucl-1	GO:0009361	GO:0032991	protein-containing complex
sucl-2	GO:0005739	GO:0005739	mitochondrion
sucl-2	GO:0009361	GO:0032991	protein-containing complex
suco-1	GO:0005737	GO:0005737	cytoplasm
suco-1	GO:0016020	GO:0016020	membrane
suco-1	GO:0012505		
sul-2			
sul-3			
sulp-2	GO:0005886	GO:0005886	plasma membrane
sulp-2	GO:0097730	GO:0005929	cilium
sulp-2	GO:0016020;GO:0016323	GO:0016020	membrane
sulp-3	GO:0005886	GO:0005886	plasma membrane
sulp-3	GO:0016020	GO:0016020	membrane
sulp-4	GO:0005886	GO:0005886	plasma membrane
sulp-4	GO:0016020;GO:0016324	GO:0016020	membrane
sulp-5	GO:0005886	GO:0005886	plasma membrane
sulp-5	GO:0016020;GO:0016324	GO:0016020	membrane
sulp-7	GO:0005886	GO:0005886	plasma membrane
sulp-7	GO:0016020	GO:0016020	membrane
sulp-8	GO:0005886	GO:0005886	plasma membrane
sulp-8	GO:0016020;GO:0016323	GO:0016020	membrane
sun-1	GO:0005634	GO:0005634	nucleus
sun-1	GO:0005635	GO:0005635	nuclear envelope
sun-1	GO:0016020;GO:0031965	GO:0016020	membrane
sun-1	GO:0034993	GO:0032991	protein-containing complex
suox-1	GO:0005739	GO:0005739	mitochondrion
suox-1	GO:0005758		
sup-12	GO:0005634	GO:0005634	nucleus
sup-12	GO:0005737	GO:0005737	cytoplasm
sup-12	GO:1990904	GO:0032991	protein-containing complex
sup-12	GO:0016607	GO:0043226	organelle
sup-17	GO:0005886	GO:0005886	plasma membrane
sup-17	GO:0016020;GO:0016323;GO:0030659	GO:0016020	membrane
sup-17	GO:0031410	GO:0031410	cytoplasmic vesicle
sup-18	GO:0005886	GO:0005886	plasma membrane
sup-18	GO:0016020	GO:0016020	membrane
sup-46	GO:0005634	GO:0005634	nucleus
sup-46	GO:0005737	GO:0005737	cytoplasm
sup-46	GO:1990904	GO:0032991	protein-containing complex
sup-9	GO:0005886	GO:0005886	plasma membrane
sup-9	GO:0016020;GO:0036195	GO:0016020	membrane
sup-9	GO:0055120		
sur-2	GO:0005634	GO:0005634	nucleus
sur-2	GO:0005667;GO:0016592	GO:0032991	protein-containing complex
sur-5	GO:0005634	GO:0005634	nucleus
sur-5	GO:0005737	GO:0005737	cytoplasm
sur-6	GO:0005737	GO:0005737	cytoplasm
sur-6	GO:0005829	GO:0005829	cytosol
sur-6	GO:0000159	GO:0032991	protein-containing complex
suro-1	GO:0005576	GO:0005576	extracellular region
suro-1	GO:0005737	GO:0005737	cytoplasm
suro-1	GO:0060102	GO:0031012	extracellular matrix
suro-1	GO:0031410	GO:0031410	cytoplasmic vesicle
suro-1	GO:0005615		
sut-1	GO:0005634	GO:0005634	nucleus
sut-1	GO:0005737	GO:0005737	cytoplasm
sut-2	GO:0005634	GO:0005634	nucleus
sut-2	GO:0005737	GO:0005737	cytoplasm
sut-2	GO:0016607	GO:0043226	organelle
sut-2	GO:0048471		
svh-1	GO:0005576	GO:0005576	extracellular region
svh-1	GO:0016020	GO:0016020	membrane
svh-1	GO:0005615		
svh-5	GO:0005634	GO:0005634	nucleus
swd-2.2	GO:0005634	GO:0005634	nucleus
swd-2.2	GO:0048188	GO:0032991	protein-containing complex
sws-1	GO:0097196	GO:0032991	protein-containing complex
swsn-1	GO:0005634	GO:0005634	nucleus
swsn-1	GO:0016514	GO:0032991	protein-containing complex
swsn-2.2	GO:0005634	GO:0005634	nucleus
swsn-2.2	GO:0005635	GO:0005635	nuclear envelope
swsn-2.2	GO:0005654	GO:0005654	nucleoplasm
swsn-2.2	GO:0000793;GO:0005694	GO:0005694	chromosome
swsn-2.2	GO:0016514	GO:0032991	protein-containing complex
swsn-3	GO:0005634	GO:0005634	nucleus
swsn-3	GO:0016514	GO:0032991	protein-containing complex
swsn-4	GO:0005634	GO:0005634	nucleus
swsn-4	GO:0016514	GO:0032991	protein-containing complex
swsn-4	GO:0000785		
swsn-6	GO:0005856	GO:0005856	cytoskeleton
swsn-6	GO:0016514;GO:0035267	GO:0032991	protein-containing complex
swsn-7	GO:0005634	GO:0005634	nucleus
swsn-7	GO:0035060	GO:0032991	protein-containing complex
swsn-9	GO:0005634	GO:0005634	nucleus
swsn-9	GO:0016514	GO:0032991	protein-containing complex
syf-2	GO:0005634	GO:0005634	nucleus
syf-2	GO:0000974;GO:0005681;GO:0071013;GO:0071014	GO:0032991	protein-containing complex
syf-3	GO:0005634	GO:0005634	nucleus
syf-3	GO:0000974;GO:0071007;GO:0071014	GO:0032991	protein-containing complex
syg-1	GO:0005886	GO:0005886	plasma membrane
syg-1	GO:0016020;GO:0097060	GO:0016020	membrane
syg-1	GO:0005911	GO:0030054	cell junction
syg-1	GO:0098636	GO:0032991	protein-containing complex
syg-1	GO:0042995	GO:0042995	cell projection
syg-1	GO:0030424	GO:0043005	neuron projection
syg-1	GO:0045202	GO:0045202	synapse
syg-2	GO:0005886	GO:0005886	plasma membrane
syg-2	GO:0016020;GO:0097060	GO:0016020	membrane
syg-2	GO:0005911	GO:0030054	cell junction
syg-2	GO:0098636	GO:0032991	protein-containing complex
syg-2	GO:0045202	GO:0045202	synapse
sym-2	GO:0005634	GO:0005634	nucleus
sym-2	GO:0005654	GO:0005654	nucleoplasm
sym-2	GO:1990904	GO:0032991	protein-containing complex
syx-16	GO:0005794	GO:0005794	Golgi apparatus
syx-16	GO:0000139;GO:0016020	GO:0016020	membrane
syx-16	GO:0031201	GO:0032991	protein-containing complex
syx-16	GO:0012505		
syx-5	GO:0005794	GO:0005794	Golgi apparatus
syx-5	GO:0000139;GO:0016020	GO:0016020	membrane
syx-5	GO:0031201	GO:0032991	protein-containing complex
syx-5	GO:0012505;GO:0098793		
syx-7	GO:0016020	GO:0016020	membrane
syx-7	GO:0008021	GO:0031410	cytoplasmic vesicle
syx-7	GO:0031201	GO:0032991	protein-containing complex
syx-7	GO:0012505		
taco-1	GO:0005737	GO:0005737	cytoplasm
taco-1	GO:0005739	GO:0005739	mitochondrion
taf-1	GO:0005634	GO:0005634	nucleus
taf-1	GO:0005669	GO:0032991	protein-containing complex
taf-13	GO:0005634	GO:0005634	nucleus
taf-13	GO:0005669	GO:0032991	protein-containing complex
taf-2	GO:0005634	GO:0005634	nucleus
taf-2	GO:0005669	GO:0032991	protein-containing complex
taf-4	GO:0005634	GO:0005634	nucleus
taf-4	GO:0005737	GO:0005737	cytoplasm
taf-4	GO:0005669	GO:0032991	protein-containing complex
taf-7.1	GO:0005634	GO:0005634	nucleus
taf-7.1	GO:0005669	GO:0032991	protein-containing complex
taf-7.2	GO:0005634	GO:0005634	nucleus
taf-7.2	GO:0005669	GO:0032991	protein-containing complex
tag-120	GO:0005783	GO:0005783	endoplasmic reticulum
tag-120	GO:0005794	GO:0005794	Golgi apparatus
tag-120	GO:0016020	GO:0016020	membrane
tag-123	GO:0016020	GO:0016020	membrane
tag-151	GO:0005634	GO:0005634	nucleus
tag-151	GO:0005730	GO:0005730	nucleolus
tag-180	GO:0016020	GO:0016020	membrane
tag-180	GO:0005891;GO:0034702	GO:0032991	protein-containing complex
tag-191	GO:0005634	GO:0005634	nucleus
tag-191	GO:0005737	GO:0005737	cytoplasm
tag-191	GO:0015630	GO:0005856	cytoskeleton
tag-196	GO:0005764	GO:0005764	lysosome
tag-196	GO:0005615		
tag-266	GO:0016020	GO:0016020	membrane
tag-275	GO:0016020	GO:0016020	membrane
tag-290			
tag-335	GO:0005737	GO:0005737	cytoplasm
tag-68	GO:0005634	GO:0005634	nucleus
tag-68	GO:0005737	GO:0005737	cytoplasm
tag-68	GO:0071144	GO:0032991	protein-containing complex
tald-1	GO:0005634	GO:0005634	nucleus
tald-1	GO:0005737	GO:0005737	cytoplasm
tap-1			
tars-1	GO:0005737	GO:0005737	cytoplasm
tat-1	GO:0005737	GO:0005737	cytoplasm
tat-1	GO:0005768;GO:0005769;GO:0005770;GO:0055037	GO:0005768	endosome
tat-1	GO:0005794	GO:0005794	Golgi apparatus
tat-1	GO:0005886	GO:0005886	plasma membrane
tat-1	GO:0016020;GO:0016323;GO:0016324;GO:0031901;GO:0055038	GO:0016020	membrane
tat-1	GO:0005802		
tat-2	GO:0005886	GO:0005886	plasma membrane
tat-2	GO:0016020	GO:0016020	membrane
tat-2	GO:0005802		
tat-3	GO:0005783	GO:0005783	endoplasmic reticulum
tat-3	GO:0005886	GO:0005886	plasma membrane
tat-3	GO:0005789;GO:0016020	GO:0016020	membrane
tat-3	GO:0012505		
tat-5	GO:0005737	GO:0005737	cytoplasm
tat-5	GO:0005768	GO:0005768	endosome
tat-5	GO:0005886	GO:0005886	plasma membrane
tat-5	GO:0016020	GO:0016020	membrane
tat-5	GO:0031410	GO:0031410	cytoplasmic vesicle
tat-5	GO:0005802;GO:0012505		
tat-6	GO:0005737	GO:0005737	cytoplasm
tat-6	GO:0005768	GO:0005768	endosome
tat-6	GO:0005886	GO:0005886	plasma membrane
tat-6	GO:0016020	GO:0016020	membrane
tat-6	GO:0005802;GO:0012505		
tatn-1			
tax-2	GO:0005886	GO:0005886	plasma membrane
tax-2	GO:0016020	GO:0016020	membrane
tax-2	GO:0017071;GO:0034703	GO:0032991	protein-containing complex
tax-4	GO:0005886	GO:0005886	plasma membrane
tax-4	GO:0005929;GO:0097730	GO:0005929	cilium
tax-4	GO:0016020	GO:0016020	membrane
tax-4	GO:0017071;GO:0034703	GO:0032991	protein-containing complex
tax-4	GO:0042995	GO:0042995	cell projection
tax-4	GO:0030425	GO:0043005	neuron projection
tax-4	GO:0097543		
tax-6	GO:0005634	GO:0005634	nucleus
tax-6	GO:0005737	GO:0005737	cytoplasm
tax-6	GO:0005929;GO:0097730	GO:0005929	cilium
tax-6	GO:0005955	GO:0032991	protein-containing complex
tax-6	GO:0042995	GO:0042995	cell projection
tax-6	GO:0030424;GO:0030425	GO:0043005	neuron projection
tax-6	GO:0043025;GO:0043204		
tba-1	GO:0005737	GO:0005737	cytoplasm
tba-1	GO:0030424;GO:0030425	GO:0043005	neuron projection
tba-1	GO:0072686;GO:0072687	GO:0043226	organelle
tba-1	GO:0005874;GO:0043025		
tba-2	GO:0005737	GO:0005737	cytoplasm
tba-2	GO:0005856	GO:0005856	cytoskeleton
tba-2	GO:0005874		
tba-4	GO:0005737	GO:0005737	cytoplasm
tba-4	GO:0005874		
tba-5	GO:0005737	GO:0005737	cytoplasm
tba-5	GO:0005856	GO:0005856	cytoskeleton
tba-5	GO:0005874;GO:0005879		
tba-6	GO:0005737	GO:0005737	cytoplasm
tba-6	GO:0005856	GO:0005856	cytoskeleton
tba-6	GO:0005874		
tba-7	GO:0005737	GO:0005737	cytoplasm
tba-7	GO:0005874		
tba-8	GO:0005737	GO:0005737	cytoplasm
tba-8	GO:0005856	GO:0005856	cytoskeleton
tba-8	GO:0005874		
tba-9	GO:0005737	GO:0005737	cytoplasm
tba-9	GO:0005874		
tbb-1	GO:0005737	GO:0005737	cytoplasm
tbb-1	GO:0005856	GO:0005856	cytoskeleton
tbb-1	GO:0005874;GO:0005876		
tbb-2	GO:0005737	GO:0005737	cytoplasm
tbb-2	GO:0005856	GO:0005856	cytoskeleton
tbb-2	GO:0045298	GO:0032991	protein-containing complex
tbb-2	GO:0005874;GO:0005876		
tbb-4	GO:0005737	GO:0005737	cytoplasm
tbb-4	GO:0005856	GO:0005856	cytoskeleton
tbb-4	GO:0005874;GO:0005879		
tbc-1	GO:0005794	GO:0005794	Golgi apparatus
tbc-1	GO:0005829	GO:0005829	cytosol
tbc-1	GO:0005802		
tbc-19	GO:0005737	GO:0005737	cytoplasm
tbc-19	GO:0005813	GO:0005815	microtubule organizing center
tbc-19	GO:0005886	GO:0005886	plasma membrane
tbc-2	GO:0005737	GO:0005737	cytoplasm
tbc-2	GO:0005770	GO:0005768	endosome
tbc-2	GO:0005886	GO:0005886	plasma membrane
tbc-2	GO:0098981	GO:0045202	synapse
tbc-2	GO:0098793		
tbc-20	GO:0005789;GO:0016020	GO:0016020	membrane
tbc-6			
tbc-7	GO:0016020;GO:0030659	GO:0016020	membrane
tbc-7	GO:0031410	GO:0031410	cytoplasmic vesicle
tbc-7	GO:0045202	GO:0045202	synapse
tbc-7	GO:0012505		
tbc-9			
tbcd-1	GO:0005874;GO:0016328		
tbce-1	GO:0005737	GO:0005737	cytoplasm
tbck-1			
tbg-1	GO:0005634	GO:0005634	nucleus
tbg-1	GO:0005737	GO:0005737	cytoplasm
tbg-1	GO:0005813	GO:0005815	microtubule organizing center
tbg-1	GO:0005856	GO:0005856	cytoskeleton
tbg-1	GO:0005912;GO:0030056;GO:0070161	GO:0030054	cell junction
tbg-1	GO:0000930;GO:0000931	GO:0032991	protein-containing complex
tbg-1	GO:0005819	GO:0043226	organelle
tbg-1	GO:0005874		
tbh-1	GO:0016020;GO:0030667	GO:0016020	membrane
tbh-1	GO:0045202	GO:0045202	synapse
tbh-1	GO:0005615		
tbp-1	GO:0005634	GO:0005634	nucleus
tbp-1	GO:0005669	GO:0032991	protein-containing complex
tbx-2	GO:0005634	GO:0005634	nucleus
tbx-2	GO:0005737	GO:0005737	cytoplasm
tbx-2	GO:0005667	GO:0032991	protein-containing complex
tbx-2	GO:0000785		
tbx-33	GO:0005634	GO:0005634	nucleus
tbx-33	GO:0000785		
tbx-37	GO:0005634	GO:0005634	nucleus
tbx-37	GO:0000785		
tbx-38	GO:0005634	GO:0005634	nucleus
tbx-38	GO:0000785		
tbx-39	GO:0005634	GO:0005634	nucleus
tbx-39	GO:0000785		
tbx-40	GO:0005634	GO:0005634	nucleus
tbx-40	GO:0000785		
tbx-43	GO:0005634	GO:0005634	nucleus
tbx-43	GO:0000785		
tbx-7	GO:0005634	GO:0005634	nucleus
tbx-7	GO:0005667	GO:0032991	protein-containing complex
tbx-7	GO:0000785		
tbx-8	GO:0005634	GO:0005634	nucleus
tbx-8	GO:0005667	GO:0032991	protein-containing complex
tbx-8	GO:0000785		
tbx-9	GO:0005634	GO:0005634	nucleus
tbx-9	GO:0005667	GO:0032991	protein-containing complex
tbx-9	GO:0000785		
tcab-1	GO:0015030	GO:0043226	organelle
tceb-3	GO:0005634	GO:0005634	nucleus
tceb-3	GO:0008023;GO:0070449	GO:0032991	protein-containing complex
tctn-1	GO:0016020	GO:0016020	membrane
tctn-1	GO:0035869		
tdc-1	GO:0005737	GO:0005737	cytoplasm
tdc-1	GO:0042995	GO:0042995	cell projection
tdc-1	GO:0030424	GO:0043005	neuron projection
tdc-1	GO:0043025;GO:0043204		
tdo-2			
tdp-1	GO:0005634	GO:0005634	nucleus
tdp-1	GO:0005654	GO:0005654	nucleoplasm
tdp-1	GO:0005737	GO:0005737	cytoplasm
tdp-1	GO:0000785		
tdpo-1	GO:0005634	GO:0005634	nucleus
tdpt-1	GO:0005634	GO:0005634	nucleus
tdpt-1	GO:0005737	GO:0005737	cytoplasm
tdpt-1	GO:0016605	GO:0043226	organelle
ten-1	GO:0005634	GO:0005634	nucleus
ten-1	GO:0005886	GO:0005886	plasma membrane
ten-1	GO:0016020	GO:0016020	membrane
tent-5			
tes-1	GO:0005737	GO:0005737	cytoplasm
test-1	GO:0005576	GO:0005576	extracellular region
tfg-1	GO:0005737	GO:0005737	cytoplasm
tfg-1	GO:0005739	GO:0005739	mitochondrion
tfg-1	GO:0005783	GO:0005783	endoplasmic reticulum
tfg-1	GO:0005793	GO:0043226	organelle
tfg-1	GO:0070971		
thk-1			
thoc-1	GO:0000347;GO:0000445	GO:0032991	protein-containing complex
thoc-2	GO:0005634	GO:0005634	nucleus
thoc-2	GO:0000347;GO:0000445	GO:0032991	protein-containing complex
thoc-5	GO:0005634	GO:0005634	nucleus
thoc-5	GO:0000347;GO:0000445	GO:0032991	protein-containing complex
tiam-1	GO:0030424	GO:0043005	neuron projection
tiam-1	GO:0030426;GO:0071944		
tiar-1	GO:0005634	GO:0005634	nucleus
tiar-1	GO:0005737	GO:0005737	cytoplasm
tiar-1	GO:0010494;GO:0043186	GO:0043226	organelle
tiar-2	GO:0005634	GO:0005634	nucleus
tiar-2	GO:0005737	GO:0005737	cytoplasm
tiar-2	GO:0010494	GO:0043226	organelle
tif-1A	GO:0005634	GO:0005634	nucleus
tif-1A	GO:0005730	GO:0005730	nucleolus
tig-2	GO:0005576	GO:0005576	extracellular region
tig-2	GO:0005615		
tim-1	GO:0005634	GO:0005634	nucleus
tim-1	GO:0031298	GO:0032991	protein-containing complex
timm-23	GO:0016020	GO:0016020	membrane
timm-23	GO:0005744	GO:0032991	protein-containing complex
timp-1	GO:0005576	GO:0005576	extracellular region
timp-1	GO:0031012	GO:0031012	extracellular matrix
timp-1	GO:0005615		
tin-13	GO:0005739	GO:0005739	mitochondrion
tin-13	GO:0005743;GO:0016020	GO:0016020	membrane
tin-13	GO:0042719	GO:0032991	protein-containing complex
tin-44	GO:0005739	GO:0005739	mitochondrion
tin-44	GO:0005743;GO:0016020	GO:0016020	membrane
tir-1	GO:0005737;GO:1904115	GO:0005737	cytoplasm
tir-1	GO:0030424;GO:0030425	GO:0043005	neuron projection
tir-1	GO:0044297		
tkr-1	GO:0005886	GO:0005886	plasma membrane
tkr-1	GO:0016020	GO:0016020	membrane
tkr-2	GO:0005886	GO:0005886	plasma membrane
tkr-2	GO:0016020	GO:0016020	membrane
tli-1	GO:0005737	GO:0005737	cytoplasm
tlk-1	GO:0005634	GO:0005634	nucleus
tlk-1	GO:0000785		
tmc-1	GO:0005886	GO:0005886	plasma membrane
tmc-1	GO:0097730	GO:0005929	cilium
tmc-1	GO:0016020	GO:0016020	membrane
tmc-1	GO:0043025		
tmd-2	GO:0005856	GO:0005856	cytoskeleton
tmd-2	GO:0030016	GO:0043226	organelle
tmed-10	GO:0005783	GO:0005783	endoplasmic reticulum
tmed-10	GO:0005794	GO:0005794	Golgi apparatus
tmed-10	GO:0016020	GO:0016020	membrane
tmed-10	GO:0030134	GO:0031410	cytoplasmic vesicle
tmed-10	GO:0005793	GO:0043226	organelle
tmem-107	GO:0016020	GO:0016020	membrane
tmem-107	GO:0036038	GO:0032991	protein-containing complex
tmem-107	GO:0035869		
tmem-132	GO:0016020	GO:0016020	membrane
tmem-138	GO:0005773	GO:0005773	vacuole
tmem-138	GO:0005929	GO:0005929	cilium
tmem-138	GO:0005774;GO:0016020	GO:0016020	membrane
tmem-138	GO:0042995	GO:0042995	cell projection
tmem-138	GO:0035869		
tmem-208	GO:0005773	GO:0005773	vacuole
tmem-208	GO:0005783	GO:0005783	endoplasmic reticulum
tmem-208	GO:0005789;GO:0016020	GO:0016020	membrane
tmem-218	GO:0016020	GO:0016020	membrane
tmem-218	GO:0035869		
tmem-231	GO:0005886	GO:0005886	plasma membrane
tmem-231	GO:0005929	GO:0005929	cilium
tmem-231	GO:0016020;GO:0060170	GO:0016020	membrane
tmem-231	GO:0042995	GO:0042995	cell projection
tmem-231	GO:0035869		
tmie-1	GO:0005737	GO:0005737	cytoplasm
tmie-1	GO:0016020	GO:0016020	membrane
tmie-1	GO:0055120		
tmyb-1	GO:0005768	GO:0005768	endosome
tmyb-1	GO:0016020	GO:0016020	membrane
tnc-2	GO:0005737	GO:0005737	cytoplasm
tnc-2	GO:0005813	GO:0005815	microtubule organizing center
tni-1	GO:0005861;GO:0005862	GO:0032991	protein-containing complex
tni-1	GO:0030017		
tni-3	GO:0005861	GO:0032991	protein-containing complex
tni-3	GO:0030016	GO:0043226	organelle
tni-3	GO:0030017		
tni-4	GO:0005861	GO:0032991	protein-containing complex
tni-4	GO:0030017		
tns-1	GO:0005925;GO:0030054	GO:0030054	cell junction
tns-1	GO:0042995	GO:0042995	cell projection
tns-1	GO:0030424	GO:0043005	neuron projection
tns-1	GO:0031430;GO:0055120		
tnt-2	GO:0005861	GO:0032991	protein-containing complex
tnt-3	GO:0005861	GO:0032991	protein-containing complex
tnt-4	GO:0005861	GO:0032991	protein-containing complex
toca-1	GO:0005737	GO:0005737	cytoplasm
toca-1	GO:0005768;GO:0055037	GO:0005768	endosome
toca-1	GO:0005886	GO:0005886	plasma membrane
toca-1	GO:0016020;GO:0016323;GO:0016324	GO:0016020	membrane
toca-1	GO:0005911;GO:0070161	GO:0030054	cell junction
toca-1	GO:0031410	GO:0031410	cytoplasmic vesicle
toca-1	GO:0097708	GO:0043226	organelle
toca-1	GO:0048471		
toca-2	GO:0005737	GO:0005737	cytoplasm
toca-2	GO:0005768;GO:0055037	GO:0005768	endosome
toca-2	GO:0005886	GO:0005886	plasma membrane
toca-2	GO:0016020	GO:0016020	membrane
toca-2	GO:0005911;GO:0070161	GO:0030054	cell junction
toca-2	GO:0031410	GO:0031410	cytoplasmic vesicle
toca-2	GO:0097708	GO:0043226	organelle
toe-1	GO:0005634	GO:0005634	nucleus
toe-1	GO:0005730	GO:0005730	nucleolus
toe-1	GO:0030686;GO:0032040;GO:0034455;GO:1990904	GO:0032991	protein-containing complex
toe-4			
tol-1	GO:0016020	GO:0016020	membrane
tomm-20	GO:0005739	GO:0005739	mitochondrion
tomm-20	GO:0005741;GO:0016020	GO:0016020	membrane
tomm-20	GO:0005742	GO:0032991	protein-containing complex
tomm-40	GO:0005739	GO:0005739	mitochondrion
tomm-40	GO:0005741;GO:0016020;GO:0031966	GO:0016020	membrane
tomm-40	GO:0005742;GO:0046930	GO:0032991	protein-containing complex
top-1	GO:0005634	GO:0005634	nucleus
top-1	GO:0005694	GO:0005694	chromosome
top-1	GO:0005730	GO:0005730	nucleolus
top-1	GO:0031616	GO:0005815	microtubule organizing center
top-2	GO:0005634	GO:0005634	nucleus
top-2	GO:0005654	GO:0005654	nucleoplasm
top-2	GO:0005694	GO:0005694	chromosome
top-2	GO:0005737	GO:0005737	cytoplasm
top-2	GO:0005856	GO:0005856	cytoskeleton
top-2	GO:0005819	GO:0043226	organelle
top-3A	GO:0005634	GO:0005634	nucleus
top-3A	GO:0031422	GO:0032991	protein-containing complex
tor-1	GO:0005737	GO:0005737	cytoplasm
tor-1	GO:0005783	GO:0005783	endoplasmic reticulum
tor-1	GO:0005788;GO:0012505		
tor-2	GO:0005737	GO:0005737	cytoplasm
tor-2	GO:0005783	GO:0005783	endoplasmic reticulum
tor-2	GO:0005788;GO:0012505		
tpa-1			
tph-1	GO:0005737	GO:0005737	cytoplasm
tph-1	GO:0005829	GO:0005829	cytosol
tph-1	GO:0043005	GO:0043005	neuron projection
tpi-1	GO:0005737	GO:0005737	cytoplasm
tpi-1	GO:0005829	GO:0005829	cytosol
tpi-1	GO:0030016	GO:0043226	organelle
tpk-1			
tpp-2	GO:0005829	GO:0005829	cytosol
tppp-1	GO:0005874		
tpst-1	GO:0005794	GO:0005794	Golgi apparatus
tpst-1	GO:0000139;GO:0016020	GO:0016020	membrane
tpst-1	GO:0005802		
tpst-2	GO:0005794	GO:0005794	Golgi apparatus
tra-1	GO:0005634	GO:0005634	nucleus
tra-1	GO:0005737	GO:0005737	cytoplasm
tra-3	GO:0005737	GO:0005737	cytoplasm
tra-3	GO:0016020	GO:0016020	membrane
trak-1	GO:0005739	GO:0005739	mitochondrion
trak-1	GO:0031410	GO:0031410	cytoplasmic vesicle
trap-4	GO:0005783	GO:0005783	endoplasmic reticulum
trap-4	GO:0005789;GO:0016020	GO:0016020	membrane
trap-4	GO:0012505		
trf-1	GO:0005737	GO:0005737	cytoplasm
trf-2			
trhr-1	GO:0016020	GO:0016020	membrane
tric-1B.1	GO:0005783	GO:0005783	endoplasmic reticulum
tric-1B.1	GO:0005789;GO:0016020	GO:0016020	membrane
tric-1B.2	GO:0005783	GO:0005783	endoplasmic reticulum
tric-1B.2	GO:0005789;GO:0016020	GO:0016020	membrane
trm-1	GO:0005634	GO:0005634	nucleus
trm-2A			
trmt-10A	GO:0005634	GO:0005634	nucleus
trmt-10A	GO:0005654	GO:0005654	nucleoplasm
trmt-10C.1	GO:0005634	GO:0005634	nucleus
trmt-10C.1	GO:0005654	GO:0005654	nucleoplasm
trmt-10C.1	GO:0005739	GO:0005739	mitochondrion
trmt-6	GO:0005634	GO:0005634	nucleus
trmt-6	GO:0031515	GO:0032991	protein-containing complex
trp-1	GO:0005886	GO:0005886	plasma membrane
trp-1	GO:0016020	GO:0016020	membrane
trp-1	GO:0034703	GO:0032991	protein-containing complex
trp-2	GO:0005886	GO:0005886	plasma membrane
trp-2	GO:0016020	GO:0016020	membrane
trp-2	GO:0034703	GO:0032991	protein-containing complex
trpa-1	GO:0005886	GO:0005886	plasma membrane
trpa-1	GO:0097730	GO:0005929	cilium
trpa-1	GO:0016020	GO:0016020	membrane
trpa-1	GO:0043025		
trpp-1	GO:0005783	GO:0005783	endoplasmic reticulum
trpp-1	GO:0005794	GO:0005794	Golgi apparatus
trpp-1	GO:0030008	GO:0032991	protein-containing complex
trpp-10	GO:0005829	GO:0005829	cytosol
trpp-10	GO:1990071	GO:0032991	protein-containing complex
trpp-11	GO:0005737	GO:0005737	cytoplasm
trpp-4	GO:0005783	GO:0005783	endoplasmic reticulum
trpp-4	GO:0005794	GO:0005794	Golgi apparatus
trpp-4	GO:0030008	GO:0032991	protein-containing complex
trpp-6	GO:0005794	GO:0005794	Golgi apparatus
trpp-6	GO:0030008	GO:0032991	protein-containing complex
trpp-6	GO:0005801	GO:0043226	organelle
trpp-6	GO:0005802		
trpp-9	GO:0005794	GO:0005794	Golgi apparatus
trpp-9	GO:0005802		
trr-1	GO:0005634	GO:0005634	nucleus
trr-1	GO:0000793;GO:0005694	GO:0005694	chromosome
trr-1	GO:0000123;GO:0000124;GO:0035267	GO:0032991	protein-containing complex
trt-1	GO:0005634	GO:0005634	nucleus
trt-1	GO:0005694	GO:0005694	chromosome
trt-1	GO:0000781		
trul-1	GO:0005634	GO:0005634	nucleus
trul-1	GO:0005694	GO:0005694	chromosome
trul-1	GO:0090734		
trx-1	GO:0005634	GO:0005634	nucleus
trx-1	GO:0005737	GO:0005737	cytoplasm
trx-1	GO:0097730	GO:0005929	cilium
trx-1	GO:0030424;GO:0030425	GO:0043005	neuron projection
trx-1	GO:0043025		
trx-2	GO:0005739	GO:0005739	mitochondrion
trx-4	GO:0005737	GO:0005737	cytoplasm
trx-5			
trxr-1	GO:0005737	GO:0005737	cytoplasm
trxr-1	GO:0005739	GO:0005739	mitochondrion
trxr-1	GO:0005829	GO:0005829	cytosol
trxr-2	GO:0005737	GO:0005737	cytoplasm
trxr-2	GO:0005739	GO:0005739	mitochondrion
trxr-2	GO:0005829	GO:0005829	cytosol
try-1	GO:0005886	GO:0005886	plasma membrane
try-3	GO:0005615		
try-4	GO:0005615		
tsen-2	GO:0005634	GO:0005634	nucleus
tsen-2	GO:0005737	GO:0005737	cytoplasm
tsen-2	GO:0000214	GO:0032991	protein-containing complex
tsen-34	GO:0005634	GO:0005634	nucleus
tsen-54	GO:0000214	GO:0032991	protein-containing complex
tsfm-1	GO:0005739	GO:0005739	mitochondrion
tsg-101	GO:0005768	GO:0005768	endosome
tsg-101	GO:0010008	GO:0016020	membrane
tsg-101	GO:0000813	GO:0032991	protein-containing complex
tsp-12	GO:0005768	GO:0005768	endosome
tsp-12	GO:0005794	GO:0005794	Golgi apparatus
tsp-12	GO:0005886	GO:0005886	plasma membrane
tsp-12	GO:0010008;GO:0016020;GO:0030659;GO:0031901;GO:0031902;GO:0055038	GO:0016020	membrane
tsp-12	GO:0031410	GO:0031410	cytoplasmic vesicle
